trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
968,False,"{'a': 0.6, 'e': 0.14456876532857668}",20,13,11.099146867685548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.6, 'e': 0.14427991674278817}",20,6,19.723403716135522,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.6, 'e': 0.143991645276859}",35,28,12.400889675306805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.6, 'e': 0.14370394977770293}",25,15,9.552610180391948,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.6, 'e': 0.14341682909453757}",20,16,7.7214822285491085,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.6, 'e': 0.14313028207887982}",25,12,23.828907978276884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.6, 'e': 0.14284430758454122}",30,18,21.112001845758137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.6, 'e': 0.14255890446762343}",25,16,17.872400359184446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.6, 'e': 0.1422740715865136}",30,22,18.697163142941235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.6, 'e': 0.14198980780187978}",20,13,15.321388166955437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.6, 'e': 0.1417061119766665}",25,5,27.788907546896894,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.6, 'e': 0.14142298297609007}",20,1,16.68411337950952,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
980,False,"{'a': 0.6, 'e': 0.1411404196676341}",20,8,18.526770254384857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.6, 'e': 0.140858420921045}",20,9,-65.10229741775515,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 1}",1
982,False,"{'a': 0.6, 'e': 0.1405769856083274}",20,12,9.845960676515196,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.6, 'e': 0.14029611260373964}",30,16,14.828601016644292,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
984,False,"{'a': 0.6, 'e': 0.1400158007837894}",20,8,8.469142107782321,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.6, 'e': 0.13973604902722894}",30,16,-15.70118469820856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.6, 'e': 0.13945685621505094}",25,17,14.555208534008905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.6, 'e': 0.13917822123048373}",20,10,19.390327645264435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.6, 'e': 0.138900142958987}",20,3,11.35525134687364,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.6, 'e': 0.13862262028824732}",20,3,6.745358247691983,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
990,False,"{'a': 0.6, 'e': 0.13834565210817362}",35,24,16.846109129449346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.6, 'e': 0.13806923731089282}",20,5,-19.159271455673277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
992,False,"{'a': 0.6, 'e': 0.13779337479074535}",25,16,18.834346725627768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.6, 'e': 0.13751806344428075}",30,0,23.239478108261583,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.6, 'e': 0.13724330217025332}",20,0,20.581372015006945,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
995,False,"{'a': 0.6, 'e': 0.13696908986961753}",25,9,13.299755545967564,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.6, 'e': 0.13669542544552385}",25,8,32.81530806451557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.6, 'e': 0.13642230780331424}",20,15,-4.174057334618388,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.6, 'e': 0.1361497358505177}",25,16,-1.5597072392543883,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.6, 'e': 0.13587770849684613}",30,5,7.50605316314702,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
1000,False,"{'a': 0.6, 'e': 0.1356062246541897}",35,21,19.532649198491562,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.6, 'e': 0.1353352832366127}",20,14,-0.513031942095042,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1002,False,"{'a': 0.6, 'e': 0.13506488316034906}",30,13,-11.679135043113975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1003,False,"{'a': 0.6, 'e': 0.1347950233437982}",30,11,28.665330539922817,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.6, 'e': 0.1345257027075204}",20,15,-12.990704443074284,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1005,False,"{'a': 0.6, 'e': 0.13425692017423285}",20,8,20.8802979005148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.6, 'e': 0.13398867466880493}",20,11,5.9026807724701005,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.6, 'e': 0.1337209651182544}",25,13,23.703013904053165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.6, 'e': 0.1334537904517426}",20,5,10.51179933733563,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1009,False,"{'a': 0.6, 'e': 0.1331871496005706}",25,13,20.46723862685032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.6, 'e': 0.13292104149817452}",25,1,0.1465490609300204,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1011,False,"{'a': 0.6, 'e': 0.13265546508012172}",20,6,23.339978790410658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.6, 'e': 0.13239041928410605}",20,10,-3.727634996911172,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1013,False,"{'a': 0.6, 'e': 0.1321259030499441}",30,22,15.432119861905488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.6, 'e': 0.13186191531957048}",20,9,21.63393848294167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.6, 'e': 0.131598455037034}",20,0,29.544048110631323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1016,False,"{'a': 0.6, 'e': 0.13133552114849303}",30,16,22.596025830465685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.6, 'e': 0.13107311260221188}",20,7,24.003228619702302,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.6, 'e': 0.13081122834855582}",25,3,22.79695465681798,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.6, 'e': 0.13054986733998764}",20,10,19.253108777701364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.6, 'e': 0.13028902853106283}",25,11,24.45050271173923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.6, 'e': 0.1300287108784259}",20,5,11.79810306215899,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.6, 'e': 0.1297689133408058}",25,8,6.951916297143332,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1023,False,"{'a': 0.6, 'e': 0.12950963487901218}",20,2,23.13011485300484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.6, 'e': 0.12925087445593067}",30,18,11.453316209749326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1025,False,"{'a': 0.6, 'e': 0.1289926310365194}",30,16,27.486895661570625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.6, 'e': 0.12873490358780423}",30,17,9.359728630622259,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.6, 'e': 0.12847769107887502}",20,6,27.081339539006823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.6, 'e': 0.1282209924808815}",20,12,-9.212107808960296,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1029,False,"{'a': 0.6, 'e': 0.1279648067670288}",20,4,-16.37983631059328,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1030,False,"{'a': 0.6, 'e': 0.12770913291257383}",20,12,-25.54573264604977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1031,False,"{'a': 0.6, 'e': 0.12745396989482075}",35,23,6.677937949546487,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.6, 'e': 0.1271993166931172}",20,13,13.964820039521118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.6, 'e': 0.12694517228885002}",25,18,11.671114133914724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.6, 'e': 0.1266915356654413}",25,2,-2.5092892911523332,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1035,False,"{'a': 0.6, 'e': 0.1264384058083441}",20,8,21.830441886532693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.6, 'e': 0.12618578170503877}",20,11,12.735074197313017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.6, 'e': 0.12593366234502845}",20,16,6.034939219644317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.6, 'e': 0.1256820467198355}",30,0,3.86954897005971,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1039,False,"{'a': 0.6, 'e': 0.12543093382299692}",25,0,26.14407075426024,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1040,False,"{'a': 0.6, 'e': 0.12518032265006093}",25,3,36.468916480412254,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.6, 'e': 0.12493021219858241}",20,6,8.39642218175155,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.6, 'e': 0.12468060146811931}",25,16,3.2849708419472368,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.6, 'e': 0.12443148946022826}",20,12,12.656120007411511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.6, 'e': 0.12418287517846102}",35,18,30.070526696991763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.6, 'e': 0.12393475762836002}",20,15,9.638181299065218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.6, 'e': 0.12368713581745483}",20,0,16.748209595881388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1047,False,"{'a': 0.6, 'e': 0.12344000875525778}",20,10,19.821039305880802,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.6, 'e': 0.12319337545326038}",20,14,10.422289796835233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.6, 'e': 0.122947234924929}",25,2,-7.008176396518343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1050,False,"{'a': 0.6, 'e': 0.1227015861857013}",20,13,6.201725985354819,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.6, 'e': 0.1224564282529819}",35,9,26.201051741143434,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1052,False,"{'a': 0.6, 'e': 0.12221176014613884}",25,18,11.800340167852816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.6, 'e': 0.12196758088649925}",20,13,3.884762236779843,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.6, 'e': 0.12172388949734589}",25,9,21.732471277622565,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.6, 'e': 0.12148068500391276}",25,20,8.884953219598795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.6, 'e': 0.12123796643338168}",20,16,9.106854994506762,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.6, 'e': 0.12099573281487792}",20,8,22.23736894034547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.6, 'e': 0.12075398317946681}",30,15,26.155194222557288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.6, 'e': 0.12051271656014938}",30,22,12.33643791818437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.6, 'e': 0.12027193199185891}",25,12,23.092415202613008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.6, 'e': 0.12003162851145673}",25,17,11.63722018856864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.6, 'e': 0.11979180515772868}",20,4,0.9615133112955117,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1063,False,"{'a': 0.6, 'e': 0.11955246097138093}",20,14,13.000489732495128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.6, 'e': 0.11931359499503652}",20,14,1.8227631636333916,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.6, 'e': 0.11907520627323114}",25,10,26.145954892310236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.6, 'e': 0.11883729385240965}",25,2,-5.78135079777523,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1067,False,"{'a': 0.6, 'e': 0.11859985678092198}",20,14,13.56133204754386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.6, 'e': 0.11836289410901962}",25,13,3.310066049514669,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.6, 'e': 0.11812640488885146}",30,13,27.050836710411055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.6, 'e': 0.1178903881744604}",25,1,27.882165423094424,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.6, 'e': 0.11765484302177918}",25,7,-25.894406720853116,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1072,False,"{'a': 0.6, 'e': 0.11741976848862698}",25,8,26.902695614242614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.6, 'e': 0.11718516363470523}",20,12,17.081321244449978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.6, 'e': 0.11695102752159432}",30,21,8.959843743697625,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.6, 'e': 0.11671735921274938}",25,17,4.086227978799248,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.6, 'e': 0.11648415777349697}",25,18,12.817803456033351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.6, 'e': 0.11625142227103091}",25,6,-39.64764603207405,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1078,False,"{'a': 0.6, 'e': 0.116019151774409}",35,18,16.693678425907997,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.6, 'e': 0.1157873453545488}",20,14,11.609459440542029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.6, 'e': 0.11555600208422448}",20,7,12.307847853439222,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.6, 'e': 0.11532512103806251}",20,3,21.936740508763815,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.6, 'e': 0.11509470129253851}",20,11,9.153940226694557,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.6, 'e': 0.11486474192597308}",25,12,-41.37976151996329,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1084,False,"{'a': 0.6, 'e': 0.11463524201852858}",25,8,29.499530212212733,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.6, 'e': 0.11440620065220493}",20,14,12.161372426924387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.6, 'e': 0.1141776169108365}",20,7,23.933169307834834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.6, 'e': 0.11394948988008788}",25,13,21.094938323322804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.6, 'e': 0.11372181864745078}",25,6,32.192566981244696,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.6, 'e': 0.11349460230223983}",30,17,14.164829612886617,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.6, 'e': 0.11326783993558948}",30,20,15.556984836594648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.6, 'e': 0.11304153064044985}",25,11,24.26570829333293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.6, 'e': 0.11281567351158354}",20,2,32.926510196190634,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.6, 'e': 0.11259026764556165}",25,19,10.79705176246131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.6, 'e': 0.11236531214076052}",20,11,16.877165918905533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.6, 'e': 0.11214080609735771}",25,11,18.68715978434343,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.6, 'e': 0.11191674861732888}",20,0,32.83209380955347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1097,False,"{'a': 0.6, 'e': 0.11169313880444368}",25,13,19.455691433246603,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.6, 'e': 0.11146997576426268}",25,15,-32.66695559787654,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1099,False,"{'a': 0.6, 'e': 0.1112472586041333}",30,19,19.690537319429424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.6, 'e': 0.11102498643318673}",30,20,23.063588504580483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.6, 'e': 0.11080315836233387}",20,11,13.05352148999291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.6, 'e': 0.11058177350426224}",25,13,24.325164489999086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.6, 'e': 0.11036083097343202}",25,3,30.415283810205437,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.6, 'e': 0.1101403298860729}",25,14,15.7977393380097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.6, 'e': 0.10992026936018012}",20,16,5.535928938270681,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.6, 'e': 0.10970064851551141}",20,3,20.210878312470797,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.6, 'e': 0.10948146647358296}",25,10,15.416017765378264,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.6, 'e': 0.10926272235766643}",30,16,25.30620536785578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.6, 'e': 0.10904441529278498}",20,5,-4.891169814178246,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1110,False,"{'a': 0.6, 'e': 0.10882654440571013}",25,17,12.655776318928824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.6, 'e': 0.10860910882495796}",20,6,2.3003280527315884,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.6, 'e': 0.10839210768078596}",25,11,13.013370449672783,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.6, 'e': 0.10817554010518914}",25,3,30.51071925040543,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.6, 'e': 0.10795940523189702}",30,21,18.091214122589122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.6, 'e': 0.10774370219636975}",30,14,28.410027759312385,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.6, 'e': 0.10752843013579495}",25,11,21.826155635582875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.6, 'e': 0.10731358818908403}",25,0,32.38536938651039,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1118,False,"{'a': 0.6, 'e': 0.107099175496869}",20,8,19.688770031253146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.6, 'e': 0.1068851912014987}",20,13,9.430761916904851,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.6, 'e': 0.10667163444703576}",30,16,-25.780061345133603,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1121,False,"{'a': 0.6, 'e': 0.1064585043792528}",35,12,40.93433191330683,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.6, 'e': 0.10624580014562934}",20,12,16.545196033261995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.6, 'e': 0.1060335208953481}",25,12,13.137657559731172,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.6, 'e': 0.10582166577929185}",20,16,9.376555611866957,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.6, 'e': 0.10561023395003975}",25,9,28.627947945360415,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.6, 'e': 0.10539922456186433}",25,16,18.067484888252192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.6, 'e': 0.10518863677072765}",25,10,26.58120781792282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.6, 'e': 0.10497846973427834}",25,11,21.810688258902907,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.6, 'e': 0.10476872261184789}",25,19,4.3986252145173115,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.6, 'e': 0.10455939456444763}",20,14,11.669790198892077,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.6, 'e': 0.104350484754765}",20,10,13.481991378157744,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.6, 'e': 0.10414199234716055}",20,16,7.42717287099537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.6, 'e': 0.10393391650766431}",20,16,5.684612499145369,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.6, 'e': 0.10372625640397273}",25,13,11.523397503736879,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.6, 'e': 0.10351901120544502}",20,2,32.953233592731145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.6, 'e': 0.1033121800831002}",20,8,23.140303848391607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.6, 'e': 0.10310576220961341}",30,12,27.884713070182013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.6, 'e': 0.102899756759313}",25,15,19.79576054137833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.6, 'e': 0.10269416290817676}",30,13,-10.571656527106004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1140,False,"{'a': 0.6, 'e': 0.10248897983382912}",20,7,22.732683057727588,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.6, 'e': 0.10228420671553744}",30,15,17.140190160575337,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.6, 'e': 0.10207984273420903}",20,16,7.011137921507386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.6, 'e': 0.10187588707238764}",20,5,18.88926312822369,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.6, 'e': 0.1016723389142504}",25,17,-29.362683675291894,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1145,False,"{'a': 0.6, 'e': 0.10146919744560434}",25,20,7.036877775662598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.6, 'e': 0.1012664618538834}",20,13,14.460659934259379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.6, 'e': 0.10106413132814486}",20,7,22.99209571125023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.6, 'e': 0.10086220505906641}",25,16,-25.19370083217558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1149,False,"{'a': 0.6, 'e': 0.10066068223894266}",20,13,16.038408161385053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.6, 'e': 0.1004595620616821}",20,10,16.703800266236378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
